Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Resuming optimization from step 1000
torch.compile() DISABLED via TORCH_COMPILE_DISABLE=1 (using eager mode)
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Step 01000 | Validation bpb: 1.0004
step 01000/21400 (4.67%) | loss: 3.439895 | grad norm: 0.1696 | lrm: 1.00 | dt: 11833.42ms | tok/sec: 44,305 | mfu: 15.64 | total time: 65.94m
step 01029/21400 (4.81%) | loss: 3.340074 | grad norm: 0.1465 | lrm: 1.00 | dt: 3958.11ms | tok/sec: 132,459 | mfu: 46.77 | total time: 67.85m
step 01030/21400 (4.81%) | loss: 3.355677 | grad norm: 0.1391 | lrm: 1.00 | dt: 3962.84ms | tok/sec: 132,301 | mfu: 46.71 | total time: 67.92m
step 01031/21400 (4.82%) | loss: 3.361418 | grad norm: 0.1421 | lrm: 1.00 | dt: 3958.64ms | tok/sec: 132,441 | mfu: 46.76 | total time: 67.98m
step 01032/21400 (4.82%) | loss: 3.368228 | grad norm: 0.1486 | lrm: 1.00 | dt: 3958.17ms | tok/sec: 132,457 | mfu: 46.77 | total time: 68.05m
step 01033/21400 (4.83%) | loss: 3.366477 | grad norm: 0.1608 | lrm: 1.00 | dt: 3971.71ms | tok/sec: 132,005 | mfu: 46.61 | total time: 68.12m
step 01034/21400 (4.83%) | loss: 3.362569 | grad norm: 0.1594 | lrm: 1.00 | dt: 3970.06ms | tok/sec: 132,060 | mfu: 46.63 | total time: 68.18m
step 01035/21400 (4.84%) | loss: 3.339285 | grad norm: 0.1585 | lrm: 1.00 | dt: 3964.43ms | tok/sec: 132,248 | mfu: 46.69 | total time: 68.25m
step 01036/21400 (4.84%) | loss: 3.341612 | grad norm: 0.1627 | lrm: 1.00 | dt: 3961.22ms | tok/sec: 132,355 | mfu: 46.73 | total time: 68.31m
step 01037/21400 (4.85%) | loss: 3.339929 | grad norm: 0.1699 | lrm: 1.00 | dt: 3959.38ms | tok/sec: 132,416 | mfu: 46.75 | total time: 68.38m
step 01038/21400 (4.85%) | loss: 3.350076 | grad norm: 0.1701 | lrm: 1.00 | dt: 3959.61ms | tok/sec: 132,408 | mfu: 46.75 | total time: 68.45m
step 01039/21400 (4.86%) | loss: 3.331687 | grad norm: 0.1609 | lrm: 1.00 | dt: 3958.14ms | tok/sec: 132,458 | mfu: 46.77 | total time: 68.51m
step 01040/21400 (4.86%) | loss: 3.330863 | grad norm: 0.1464 | lrm: 1.00 | dt: 3959.03ms | tok/sec: 132,428 | mfu: 46.76 | total time: 68.58m
step 01041/21400 (4.86%) | loss: 3.347648 | grad norm: 0.1402 | lrm: 1.00 | dt: 3957.74ms | tok/sec: 132,471 | mfu: 46.77 | total time: 68.64m
step 01042/21400 (4.87%) | loss: 3.359224 | grad norm: 0.1404 | lrm: 1.00 | dt: 3961.33ms | tok/sec: 132,351 | mfu: 46.73 | total time: 68.71m
step 01043/21400 (4.87%) | loss: 3.338216 | grad norm: 0.1514 | lrm: 1.00 | dt: 3964.03ms | tok/sec: 132,261 | mfu: 46.70 | total time: 68.78m
step 01044/21400 (4.88%) | loss: 3.360602 | grad norm: 0.1518 | lrm: 1.00 | dt: 3962.89ms | tok/sec: 132,299 | mfu: 46.71 | total time: 68.84m
step 01045/21400 (4.88%) | loss: 3.358304 | grad norm: 0.1566 | lrm: 1.00 | dt: 3963.48ms | tok/sec: 132,279 | mfu: 46.70 | total time: 68.91m
step 01046/21400 (4.89%) | loss: 3.360469 | grad norm: 0.1575 | lrm: 1.00 | dt: 3959.81ms | tok/sec: 132,402 | mfu: 46.75 | total time: 68.97m
step 01047/21400 (4.89%) | loss: 3.363789 | grad norm: 0.1561 | lrm: 1.00 | dt: 3957.76ms | tok/sec: 132,471 | mfu: 46.77 | total time: 69.04m
step 01048/21400 (4.90%) | loss: 3.362544 | grad norm: 0.1525 | lrm: 1.00 | dt: 3962.72ms | tok/sec: 132,304 | mfu: 46.71 | total time: 69.11m
step 01049/21400 (4.90%) | loss: 3.342825 | grad norm: 0.1535 | lrm: 1.00 | dt: 3966.99ms | tok/sec: 132,162 | mfu: 46.66 | total time: 69.17m
step 01050/21400 (4.91%) | loss: 3.337633 | grad norm: 0.1591 | lrm: 1.00 | dt: 3962.83ms | tok/sec: 132,301 | mfu: 46.71 | total time: 69.24m
step 01051/21400 (4.91%) | loss: 3.347597 | grad norm: 0.1672 | lrm: 1.00 | dt: 3963.11ms | tok/sec: 132,292 | mfu: 46.71 | total time: 69.30m
step 01052/21400 (4.92%) | loss: 3.334633 | grad norm: 0.1672 | lrm: 1.00 | dt: 3961.48ms | tok/sec: 132,346 | mfu: 46.73 | total time: 69.37m
step 01053/21400 (4.92%) | loss: 3.331943 | grad norm: 0.1487 | lrm: 1.00 | dt: 3958.45ms | tok/sec: 132,447 | mfu: 46.76 | total time: 69.44m
step 01054/21400 (4.93%) | loss: 3.335360 | grad norm: 0.1700 | lrm: 1.00 | dt: 3959.75ms | tok/sec: 132,404 | mfu: 46.75 | total time: 69.50m
step 01055/21400 (4.93%) | loss: 3.331307 | grad norm: 0.1583 | lrm: 1.00 | dt: 3959.93ms | tok/sec: 132,398 | mfu: 46.74 | total time: 69.57m
step 01056/21400 (4.93%) | loss: 3.321961 | grad norm: 0.1397 | lrm: 1.00 | dt: 3960.33ms | tok/sec: 132,385 | mfu: 46.74 | total time: 69.63m
step 01057/21400 (4.94%) | loss: 3.330094 | grad norm: 0.1503 | lrm: 1.00 | dt: 3964.06ms | tok/sec: 132,260 | mfu: 46.70 | total time: 69.70m
step 01058/21400 (4.94%) | loss: 3.319176 | grad norm: 0.1537 | lrm: 1.00 | dt: 3967.65ms | tok/sec: 132,140 | mfu: 46.65 | total time: 69.77m
step 01059/21400 (4.95%) | loss: 3.330380 | grad norm: 0.1677 | lrm: 1.00 | dt: 3962.20ms | tok/sec: 132,322 | mfu: 46.72 | total time: 69.83m
step 01060/21400 (4.95%) | loss: 3.339490 | grad norm: 0.1705 | lrm: 1.00 | dt: 3958.15ms | tok/sec: 132,457 | mfu: 46.77 | total time: 69.90m
step 01061/21400 (4.96%) | loss: 3.347352 | grad norm: 0.1523 | lrm: 1.00 | dt: 3959.15ms | tok/sec: 132,424 | mfu: 46.75 | total time: 69.96m
step 01062/21400 (4.96%) | loss: 3.346028 | grad norm: 0.1531 | lrm: 1.00 | dt: 3959.65ms | tok/sec: 132,407 | mfu: 46.75 | total time: 70.03m
step 01063/21400 (4.97%) | loss: 3.369001 | grad norm: 0.1460 | lrm: 1.00 | dt: 3967.41ms | tok/sec: 132,148 | mfu: 46.66 | total time: 70.10m
step 01064/21400 (4.97%) | loss: 3.359365 | grad norm: 0.1481 | lrm: 1.00 | dt: 3966.20ms | tok/sec: 132,189 | mfu: 46.67 | total time: 70.16m
step 01065/21400 (4.98%) | loss: 3.358555 | grad norm: 0.1515 | lrm: 1.00 | dt: 3963.37ms | tok/sec: 132,283 | mfu: 46.70 | total time: 70.23m
step 01066/21400 (4.98%) | loss: 3.353016 | grad norm: 0.1595 | lrm: 1.00 | dt: 3963.85ms | tok/sec: 132,267 | mfu: 46.70 | total time: 70.29m
step 01067/21400 (4.99%) | loss: 3.346693 | grad norm: 0.1631 | lrm: 1.00 | dt: 3968.74ms | tok/sec: 132,104 | mfu: 46.64 | total time: 70.36m
step 01068/21400 (4.99%) | loss: 3.351355 | grad norm: 0.1591 | lrm: 1.00 | dt: 3959.82ms | tok/sec: 132,402 | mfu: 46.75 | total time: 70.43m
step 01069/21400 (5.00%) | loss: 3.343994 | grad norm: 0.1626 | lrm: 1.00 | dt: 3963.70ms | tok/sec: 132,272 | mfu: 46.70 | total time: 70.49m
step 01070/21400 (5.00%) | loss: 3.350753 | grad norm: 0.1676 | lrm: 1.00 | dt: 3956.95ms | tok/sec: 132,498 | mfu: 46.78 | total time: 70.56m
step 01071/21400 (5.00%) | loss: 3.356327 | grad norm: 0.1714 | lrm: 1.00 | dt: 3967.84ms | tok/sec: 132,134 | mfu: 46.65 | total time: 70.62m
step 01072/21400 (5.01%) | loss: 3.353404 | grad norm: 0.1791 | lrm: 1.00 | dt: 3969.89ms | tok/sec: 132,066 | mfu: 46.63 | total time: 70.69m
step 01073/21400 (5.01%) | loss: 3.345198 | grad norm: 0.1741 | lrm: 1.00 | dt: 3968.82ms | tok/sec: 132,101 | mfu: 46.64 | total time: 70.76m
step 01074/21400 (5.02%) | loss: 3.336990 | grad norm: 0.1705 | lrm: 1.00 | dt: 3961.69ms | tok/sec: 132,339 | mfu: 46.72 | total time: 70.82m
step 01075/21400 (5.02%) | loss: 3.356662 | grad norm: 0.1727 | lrm: 1.00 | dt: 3965.96ms | tok/sec: 132,196 | mfu: 46.67 | total time: 70.89m
step 01076/21400 (5.03%) | loss: 3.360108 | grad norm: 0.1650 | lrm: 1.00 | dt: 3960.23ms | tok/sec: 132,388 | mfu: 46.74 | total time: 70.95m
step 01077/21400 (5.03%) | loss: 3.354060 | grad norm: 0.1674 | lrm: 1.00 | dt: 3960.68ms | tok/sec: 132,373 | mfu: 46.74 | total time: 71.02m
step 01078/21400 (5.04%) | loss: 3.335431 | grad norm: 0.1572 | lrm: 1.00 | dt: 3963.97ms | tok/sec: 132,263 | mfu: 46.70 | total time: 71.09m
step 01079/21400 (5.04%) | loss: 3.322391 | grad norm: 0.1382 | lrm: 1.00 | dt: 3959.71ms | tok/sec: 132,405 | mfu: 46.75 | total time: 71.15m
step 01080/21400 (5.05%) | loss: 3.332235 | grad norm: 0.1457 | lrm: 1.00 | dt: 3962.28ms | tok/sec: 132,319 | mfu: 46.72 | total time: 71.22m
step 01081/21400 (5.05%) | loss: 3.336247 | grad norm: 0.1476 | lrm: 1.00 | dt: 3961.58ms | tok/sec: 132,343 | mfu: 46.73 | total time: 71.29m
step 01082/21400 (5.06%) | loss: 3.347546 | grad norm: 0.1406 | lrm: 1.00 | dt: 3967.57ms | tok/sec: 132,143 | mfu: 46.65 | total time: 71.35m
step 01083/21400 (5.06%) | loss: 3.366039 | grad norm: 0.1416 | lrm: 1.00 | dt: 3964.35ms | tok/sec: 132,250 | mfu: 46.69 | total time: 71.42m
step 01084/21400 (5.07%) | loss: 3.367449 | grad norm: 0.1418 | lrm: 1.00 | dt: 3963.57ms | tok/sec: 132,276 | mfu: 46.70 | total time: 71.48m
step 01085/21400 (5.07%) | loss: 3.355614 | grad norm: 0.1551 | lrm: 1.00 | dt: 3963.42ms | tok/sec: 132,281 | mfu: 46.70 | total time: 71.55m
step 01086/21400 (5.07%) | loss: 3.350355 | grad norm: 0.1616 | lrm: 1.00 | dt: 3962.52ms | tok/sec: 132,311 | mfu: 46.71 | total time: 71.62m
step 01087/21400 (5.08%) | loss: 3.344835 | grad norm: 0.1538 | lrm: 1.00 | dt: 3956.90ms | tok/sec: 132,499 | mfu: 46.78 | total time: 71.68m
step 01088/21400 (5.08%) | loss: 3.335703 | grad norm: 0.1430 | lrm: 1.00 | dt: 3959.84ms | tok/sec: 132,401 | mfu: 46.75 | total time: 71.75m
step 01089/21400 (5.09%) | loss: 3.329548 | grad norm: 0.1496 | lrm: 1.00 | dt: 3959.42ms | tok/sec: 132,415 | mfu: 46.75 | total time: 71.81m
step 01090/21400 (5.09%) | loss: 3.326022 | grad norm: 0.1547 | lrm: 1.00 | dt: 3963.09ms | tok/sec: 132,292 | mfu: 46.71 | total time: 71.88m
step 01091/21400 (5.10%) | loss: 3.371782 | grad norm: 0.1529 | lrm: 1.00 | dt: 3963.86ms | tok/sec: 132,267 | mfu: 46.70 | total time: 71.95m
step 01092/21400 (5.10%) | loss: 3.344726 | grad norm: 0.1648 | lrm: 1.00 | dt: 3962.87ms | tok/sec: 132,300 | mfu: 46.71 | total time: 72.01m
step 01093/21400 (5.11%) | loss: 3.338888 | grad norm: 0.1582 | lrm: 1.00 | dt: 3962.52ms | tok/sec: 132,311 | mfu: 46.71 | total time: 72.08m
step 01094/21400 (5.11%) | loss: 3.335529 | grad norm: 0.1571 | lrm: 1.00 | dt: 3964.85ms | tok/sec: 132,234 | mfu: 46.69 | total time: 72.14m
step 01095/21400 (5.12%) | loss: 3.312732 | grad norm: 0.1667 | lrm: 1.00 | dt: 3960.35ms | tok/sec: 132,384 | mfu: 46.74 | total time: 72.21m
step 01096/21400 (5.12%) | loss: 3.305169 | grad norm: 0.1572 | lrm: 1.00 | dt: 3963.60ms | tok/sec: 132,275 | mfu: 46.70 | total time: 72.28m
step 01097/21400 (5.13%) | loss: 3.293073 | grad norm: 0.1605 | lrm: 1.00 | dt: 3961.92ms | tok/sec: 132,331 | mfu: 46.72 | total time: 72.34m
step 01098/21400 (5.13%) | loss: 3.297846 | grad norm: 0.1574 | lrm: 1.00 | dt: 4075.08ms | tok/sec: 128,657 | mfu: 45.42 | total time: 72.41m
step 01099/21400 (5.14%) | loss: 3.320718 | grad norm: 0.1599 | lrm: 1.00 | dt: 3963.83ms | tok/sec: 132,268 | mfu: 46.70 | total time: 72.48m
step 01100/21400 (5.14%) | loss: 3.308503 | grad norm: 0.1559 | lrm: 1.00 | dt: 3959.88ms | tok/sec: 132,400 | mfu: 46.75 | total time: 72.54m
step 01101/21400 (5.14%) | loss: 3.310988 | grad norm: 0.1488 | lrm: 1.00 | dt: 3967.28ms | tok/sec: 132,152 | mfu: 46.66 | total time: 72.61m
step 01102/21400 (5.15%) | loss: 3.324670 | grad norm: 0.1671 | lrm: 1.00 | dt: 3965.75ms | tok/sec: 132,204 | mfu: 46.68 | total time: 72.67m
step 01103/21400 (5.15%) | loss: 3.341402 | grad norm: 0.1672 | lrm: 1.00 | dt: 3965.52ms | tok/sec: 132,211 | mfu: 46.68 | total time: 72.74m
step 01104/21400 (5.16%) | loss: 3.333183 | grad norm: 0.1513 | lrm: 1.00 | dt: 3959.21ms | tok/sec: 132,422 | mfu: 46.75 | total time: 72.81m
step 01105/21400 (5.16%) | loss: 3.339604 | grad norm: 0.1522 | lrm: 1.00 | dt: 3959.93ms | tok/sec: 132,398 | mfu: 46.74 | total time: 72.87m
step 01106/21400 (5.17%) | loss: 3.322198 | grad norm: 0.1558 | lrm: 1.00 | dt: 3962.19ms | tok/sec: 132,322 | mfu: 46.72 | total time: 72.94m
step 01107/21400 (5.17%) | loss: 3.318982 | grad norm: 0.1443 | lrm: 1.00 | dt: 3966.10ms | tok/sec: 132,192 | mfu: 46.67 | total time: 73.00m
step 01108/21400 (5.18%) | loss: 3.318163 | grad norm: 0.1431 | lrm: 1.00 | dt: 3960.77ms | tok/sec: 132,370 | mfu: 46.73 | total time: 73.07m
step 01109/21400 (5.18%) | loss: 3.315510 | grad norm: 0.1561 | lrm: 1.00 | dt: 3968.63ms | tok/sec: 132,108 | mfu: 46.64 | total time: 73.14m
step 01110/21400 (5.19%) | loss: 3.331828 | grad norm: 0.1718 | lrm: 1.00 | dt: 3972.35ms | tok/sec: 131,984 | mfu: 46.60 | total time: 73.20m
step 01111/21400 (5.19%) | loss: 3.324188 | grad norm: 0.1493 | lrm: 1.00 | dt: 3959.07ms | tok/sec: 132,427 | mfu: 46.75 | total time: 73.27m
step 01112/21400 (5.20%) | loss: 3.322215 | grad norm: 0.1390 | lrm: 1.00 | dt: 3963.64ms | tok/sec: 132,274 | mfu: 46.70 | total time: 73.33m
step 01113/21400 (5.20%) | loss: 3.317533 | grad norm: 0.1461 | lrm: 1.00 | dt: 3960.78ms | tok/sec: 132,370 | mfu: 46.73 | total time: 73.40m
step 01114/21400 (5.21%) | loss: 3.329809 | grad norm: 0.1364 | lrm: 1.00 | dt: 3959.69ms | tok/sec: 132,406 | mfu: 46.75 | total time: 73.47m
step 01115/21400 (5.21%) | loss: 3.336222 | grad norm: 0.1447 | lrm: 1.00 | dt: 3966.43ms | tok/sec: 132,181 | mfu: 46.67 | total time: 73.53m
step 01116/21400 (5.21%) | loss: 3.318750 | grad norm: 0.1477 | lrm: 1.00 | dt: 3967.21ms | tok/sec: 132,155 | mfu: 46.66 | total time: 73.60m
step 01117/21400 (5.22%) | loss: 3.322200 | grad norm: 0.1491 | lrm: 1.00 | dt: 3959.78ms | tok/sec: 132,403 | mfu: 46.75 | total time: 73.66m
step 01118/21400 (5.22%) | loss: 3.322458 | grad norm: 0.1541 | lrm: 1.00 | dt: 3968.42ms | tok/sec: 132,115 | mfu: 46.64 | total time: 73.73m
step 01119/21400 (5.23%) | loss: 3.323034 | grad norm: 0.1504 | lrm: 1.00 | dt: 3962.01ms | tok/sec: 132,328 | mfu: 46.72 | total time: 73.80m
step 01120/21400 (5.23%) | loss: 3.327599 | grad norm: 0.1457 | lrm: 1.00 | dt: 3959.15ms | tok/sec: 132,424 | mfu: 46.75 | total time: 73.86m
step 01121/21400 (5.24%) | loss: 3.314888 | grad norm: 0.1428 | lrm: 1.00 | dt: 3961.51ms | tok/sec: 132,345 | mfu: 46.73 | total time: 73.93m
step 01122/21400 (5.24%) | loss: 3.332436 | grad norm: 0.1628 | lrm: 1.00 | dt: 3959.43ms | tok/sec: 132,415 | mfu: 46.75 | total time: 73.99m
step 01123/21400 (5.25%) | loss: 3.352734 | grad norm: 0.1723 | lrm: 1.00 | dt: 3958.81ms | tok/sec: 132,435 | mfu: 46.76 | total time: 74.06m
step 01124/21400 (5.25%) | loss: 3.368779 | grad norm: 0.1696 | lrm: 1.00 | dt: 3964.71ms | tok/sec: 132,238 | mfu: 46.69 | total time: 74.13m
step 01125/21400 (5.26%) | loss: 3.358266 | grad norm: 0.1546 | lrm: 1.00 | dt: 3956.56ms | tok/sec: 132,511 | mfu: 46.78 | total time: 74.19m
step 01126/21400 (5.26%) | loss: 3.358328 | grad norm: 0.1260 | lrm: 1.00 | dt: 3965.55ms | tok/sec: 132,210 | mfu: 46.68 | total time: 74.26m
step 01127/21400 (5.27%) | loss: 3.353449 | grad norm: 0.1299 | lrm: 1.00 | dt: 4003.84ms | tok/sec: 130,946 | mfu: 46.23 | total time: 74.33m
step 01128/21400 (5.27%) | loss: 3.347981 | grad norm: 0.1518 | lrm: 1.00 | dt: 3960.35ms | tok/sec: 132,384 | mfu: 46.74 | total time: 74.39m
step 01129/21400 (5.28%) | loss: 3.352006 | grad norm: 0.1600 | lrm: 1.00 | dt: 3961.36ms | tok/sec: 132,350 | mfu: 46.73 | total time: 74.46m
step 01130/21400 (5.28%) | loss: 3.323411 | grad norm: 0.1307 | lrm: 1.00 | dt: 3961.29ms | tok/sec: 132,352 | mfu: 46.73 | total time: 74.52m
step 01131/21400 (5.29%) | loss: 3.331808 | grad norm: 0.1365 | lrm: 1.00 | dt: 3963.89ms | tok/sec: 132,265 | mfu: 46.70 | total time: 74.59m
step 01132/21400 (5.29%) | loss: 3.327459 | grad norm: 0.1487 | lrm: 1.00 | dt: 3962.95ms | tok/sec: 132,297 | mfu: 46.71 | total time: 74.66m
step 01133/21400 (5.29%) | loss: 3.328831 | grad norm: 0.1376 | lrm: 1.00 | dt: 3956.52ms | tok/sec: 132,512 | mfu: 46.78 | total time: 74.72m
step 01134/21400 (5.30%) | loss: 3.315688 | grad norm: 0.1477 | lrm: 1.00 | dt: 3962.24ms | tok/sec: 132,321 | mfu: 46.72 | total time: 74.79m
step 01135/21400 (5.30%) | loss: 3.321592 | grad norm: 0.1541 | lrm: 1.00 | dt: 3961.61ms | tok/sec: 132,342 | mfu: 46.72 | total time: 74.85m
step 01136/21400 (5.31%) | loss: 3.309624 | grad norm: 0.1552 | lrm: 1.00 | dt: 3961.16ms | tok/sec: 132,357 | mfu: 46.73 | total time: 74.92m
step 01137/21400 (5.31%) | loss: 3.313053 | grad norm: 0.1691 | lrm: 1.00 | dt: 3965.37ms | tok/sec: 132,216 | mfu: 46.68 | total time: 74.99m
step 01138/21400 (5.32%) | loss: 3.311084 | grad norm: 0.1446 | lrm: 1.00 | dt: 3961.24ms | tok/sec: 132,354 | mfu: 46.73 | total time: 75.05m
step 01139/21400 (5.32%) | loss: 3.324707 | grad norm: 0.1459 | lrm: 1.00 | dt: 3962.95ms | tok/sec: 132,297 | mfu: 46.71 | total time: 75.12m
step 01140/21400 (5.33%) | loss: 3.329477 | grad norm: 0.1528 | lrm: 1.00 | dt: 3963.88ms | tok/sec: 132,266 | mfu: 46.70 | total time: 75.18m
step 01141/21400 (5.33%) | loss: 3.307310 | grad norm: 0.1393 | lrm: 1.00 | dt: 3962.91ms | tok/sec: 132,298 | mfu: 46.71 | total time: 75.25m
step 01142/21400 (5.34%) | loss: 3.309268 | grad norm: 0.1413 | lrm: 1.00 | dt: 3961.03ms | tok/sec: 132,361 | mfu: 46.73 | total time: 75.32m
step 01143/21400 (5.34%) | loss: 3.310480 | grad norm: 0.1547 | lrm: 1.00 | dt: 3962.11ms | tok/sec: 132,325 | mfu: 46.72 | total time: 75.38m
step 01144/21400 (5.35%) | loss: 3.312453 | grad norm: 0.1667 | lrm: 1.00 | dt: 3962.74ms | tok/sec: 132,304 | mfu: 46.71 | total time: 75.45m
step 01145/21400 (5.35%) | loss: 3.319469 | grad norm: 0.1698 | lrm: 1.00 | dt: 3958.59ms | tok/sec: 132,443 | mfu: 46.76 | total time: 75.51m
step 01146/21400 (5.36%) | loss: 3.310946 | grad norm: 0.1662 | lrm: 1.00 | dt: 3967.52ms | tok/sec: 132,145 | mfu: 46.66 | total time: 75.58m
step 01147/21400 (5.36%) | loss: 3.308387 | grad norm: 0.1607 | lrm: 1.00 | dt: 3959.92ms | tok/sec: 132,398 | mfu: 46.74 | total time: 75.65m
