Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
torch.compile() DISABLED via TORCH_COMPILE_DISABLE=1 (using eager mode)
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Step 00000 | Validation bpb: 3.2996
step 00000/21400 (0.00%) | loss: 11.090360 | grad norm: 0.4209 | lrm: 1.00 | dt: 11397.47ms | tok/sec: 46,000 | mfu: 16.24 | total time: 0.00m
step 00019/21400 (0.09%) | loss: 6.755372 | grad norm: 1.8960 | lrm: 1.00 | dt: 3993.80ms | tok/sec: 131,275 | mfu: 46.35 | total time: 0.60m
step 00020/21400 (0.09%) | loss: 6.708839 | grad norm: 1.0735 | lrm: 1.00 | dt: 3992.19ms | tok/sec: 131,328 | mfu: 46.37 | total time: 0.66m
step 00021/21400 (0.10%) | loss: 6.679661 | grad norm: 1.3561 | lrm: 1.00 | dt: 3989.02ms | tok/sec: 131,432 | mfu: 46.40 | total time: 0.73m
step 00022/21400 (0.10%) | loss: 6.664054 | grad norm: 0.8108 | lrm: 1.00 | dt: 3987.71ms | tok/sec: 131,475 | mfu: 46.42 | total time: 0.80m
step 00023/21400 (0.11%) | loss: 6.623768 | grad norm: 1.1726 | lrm: 1.00 | dt: 3991.48ms | tok/sec: 131,351 | mfu: 46.37 | total time: 0.86m
step 00024/21400 (0.11%) | loss: 6.573471 | grad norm: 0.9300 | lrm: 1.00 | dt: 3985.89ms | tok/sec: 131,535 | mfu: 46.44 | total time: 0.93m
step 00025/21400 (0.12%) | loss: 6.538732 | grad norm: 1.2152 | lrm: 1.00 | dt: 3987.99ms | tok/sec: 131,466 | mfu: 46.42 | total time: 1.00m
step 00026/21400 (0.12%) | loss: 6.504437 | grad norm: 1.3962 | lrm: 1.00 | dt: 3992.16ms | tok/sec: 131,329 | mfu: 46.37 | total time: 1.06m
step 00027/21400 (0.13%) | loss: 6.475168 | grad norm: 1.1847 | lrm: 1.00 | dt: 3991.72ms | tok/sec: 131,343 | mfu: 46.37 | total time: 1.13m
step 00028/21400 (0.13%) | loss: 6.426564 | grad norm: 0.9622 | lrm: 1.00 | dt: 3985.44ms | tok/sec: 131,550 | mfu: 46.45 | total time: 1.20m
step 00029/21400 (0.14%) | loss: 6.393814 | grad norm: 1.0321 | lrm: 1.00 | dt: 3989.49ms | tok/sec: 131,417 | mfu: 46.40 | total time: 1.26m
step 00030/21400 (0.14%) | loss: 6.354768 | grad norm: 0.8493 | lrm: 1.00 | dt: 3987.64ms | tok/sec: 131,478 | mfu: 46.42 | total time: 1.33m
step 00031/21400 (0.14%) | loss: 6.311767 | grad norm: 0.7340 | lrm: 1.00 | dt: 3994.05ms | tok/sec: 131,267 | mfu: 46.35 | total time: 1.40m
step 00032/21400 (0.15%) | loss: 6.287221 | grad norm: 0.9679 | lrm: 1.00 | dt: 3990.73ms | tok/sec: 131,376 | mfu: 46.38 | total time: 1.46m
step 00033/21400 (0.15%) | loss: 6.265489 | grad norm: 1.6096 | lrm: 1.00 | dt: 3986.41ms | tok/sec: 131,518 | mfu: 46.43 | total time: 1.53m
step 00034/21400 (0.16%) | loss: 6.242939 | grad norm: 0.9457 | lrm: 1.00 | dt: 3988.28ms | tok/sec: 131,457 | mfu: 46.41 | total time: 1.60m
step 00035/21400 (0.16%) | loss: 6.220549 | grad norm: 0.9839 | lrm: 1.00 | dt: 3993.62ms | tok/sec: 131,281 | mfu: 46.35 | total time: 1.66m
step 00036/21400 (0.17%) | loss: 6.206407 | grad norm: 0.6523 | lrm: 1.00 | dt: 3992.06ms | tok/sec: 131,332 | mfu: 46.37 | total time: 1.73m
step 00037/21400 (0.17%) | loss: 6.195008 | grad norm: 0.6545 | lrm: 1.00 | dt: 3995.69ms | tok/sec: 131,213 | mfu: 46.33 | total time: 1.79m
step 00038/21400 (0.18%) | loss: 6.183494 | grad norm: 0.7060 | lrm: 1.00 | dt: 3991.42ms | tok/sec: 131,353 | mfu: 46.38 | total time: 1.86m
step 00039/21400 (0.18%) | loss: 6.156085 | grad norm: 0.8362 | lrm: 1.00 | dt: 3996.33ms | tok/sec: 131,192 | mfu: 46.32 | total time: 1.93m
step 00040/21400 (0.19%) | loss: 6.145333 | grad norm: 0.7635 | lrm: 1.00 | dt: 3987.84ms | tok/sec: 131,471 | mfu: 46.42 | total time: 1.99m
step 00041/21400 (0.19%) | loss: 6.128507 | grad norm: 0.8610 | lrm: 1.00 | dt: 3990.76ms | tok/sec: 131,375 | mfu: 46.38 | total time: 2.06m
step 00042/21400 (0.20%) | loss: 6.118798 | grad norm: 0.7913 | lrm: 1.00 | dt: 3994.50ms | tok/sec: 131,252 | mfu: 46.34 | total time: 2.13m
step 00043/21400 (0.20%) | loss: 6.095531 | grad norm: 0.7198 | lrm: 1.00 | dt: 3988.88ms | tok/sec: 131,437 | mfu: 46.41 | total time: 2.19m
step 00044/21400 (0.21%) | loss: 6.065736 | grad norm: 0.8572 | lrm: 1.00 | dt: 3988.74ms | tok/sec: 131,441 | mfu: 46.41 | total time: 2.26m
step 00045/21400 (0.21%) | loss: 6.036828 | grad norm: 0.7873 | lrm: 1.00 | dt: 3991.90ms | tok/sec: 131,338 | mfu: 46.37 | total time: 2.33m
step 00046/21400 (0.21%) | loss: 6.011104 | grad norm: 0.6921 | lrm: 1.00 | dt: 3986.25ms | tok/sec: 131,524 | mfu: 46.44 | total time: 2.39m
step 00047/21400 (0.22%) | loss: 6.016295 | grad norm: 0.7066 | lrm: 1.00 | dt: 3991.56ms | tok/sec: 131,349 | mfu: 46.37 | total time: 2.46m
step 00048/21400 (0.22%) | loss: 6.009952 | grad norm: 0.6754 | lrm: 1.00 | dt: 3992.84ms | tok/sec: 131,307 | mfu: 46.36 | total time: 2.53m
step 00049/21400 (0.23%) | loss: 5.997808 | grad norm: 0.9348 | lrm: 1.00 | dt: 3993.41ms | tok/sec: 131,288 | mfu: 46.35 | total time: 2.59m
step 00050/21400 (0.23%) | loss: 5.960652 | grad norm: 0.9917 | lrm: 1.00 | dt: 3992.08ms | tok/sec: 131,332 | mfu: 46.37 | total time: 2.66m
step 00051/21400 (0.24%) | loss: 5.959864 | grad norm: 0.8797 | lrm: 1.00 | dt: 3987.22ms | tok/sec: 131,492 | mfu: 46.42 | total time: 2.73m
step 00052/21400 (0.24%) | loss: 5.937119 | grad norm: 0.7476 | lrm: 1.00 | dt: 3992.29ms | tok/sec: 131,325 | mfu: 46.37 | total time: 2.79m
step 00053/21400 (0.25%) | loss: 5.931068 | grad norm: 0.8594 | lrm: 1.00 | dt: 3996.49ms | tok/sec: 131,187 | mfu: 46.32 | total time: 2.86m
step 00054/21400 (0.25%) | loss: 5.909461 | grad norm: 0.9199 | lrm: 1.00 | dt: 3991.37ms | tok/sec: 131,355 | mfu: 46.38 | total time: 2.93m
step 00055/21400 (0.26%) | loss: 5.898300 | grad norm: 0.9298 | lrm: 1.00 | dt: 3996.18ms | tok/sec: 131,197 | mfu: 46.32 | total time: 2.99m
step 00056/21400 (0.26%) | loss: 5.883238 | grad norm: 0.6405 | lrm: 1.00 | dt: 3995.00ms | tok/sec: 131,235 | mfu: 46.33 | total time: 3.06m
step 00057/21400 (0.27%) | loss: 5.878259 | grad norm: 0.8035 | lrm: 1.00 | dt: 3993.73ms | tok/sec: 131,277 | mfu: 46.35 | total time: 3.13m
step 00058/21400 (0.27%) | loss: 5.885838 | grad norm: 0.7461 | lrm: 1.00 | dt: 3987.39ms | tok/sec: 131,486 | mfu: 46.42 | total time: 3.19m
step 00059/21400 (0.28%) | loss: 5.854468 | grad norm: 0.6545 | lrm: 1.00 | dt: 3987.46ms | tok/sec: 131,484 | mfu: 46.42 | total time: 3.26m
step 00060/21400 (0.28%) | loss: 5.835538 | grad norm: 0.8046 | lrm: 1.00 | dt: 3992.03ms | tok/sec: 131,333 | mfu: 46.37 | total time: 3.33m
step 00061/21400 (0.29%) | loss: 5.808552 | grad norm: 0.7827 | lrm: 1.00 | dt: 3986.57ms | tok/sec: 131,513 | mfu: 46.43 | total time: 3.39m
step 00062/21400 (0.29%) | loss: 5.788198 | grad norm: 0.6806 | lrm: 1.00 | dt: 3985.77ms | tok/sec: 131,539 | mfu: 46.44 | total time: 3.46m
step 00063/21400 (0.29%) | loss: 5.774478 | grad norm: 0.6411 | lrm: 1.00 | dt: 3987.26ms | tok/sec: 131,490 | mfu: 46.42 | total time: 3.52m
step 00064/21400 (0.30%) | loss: 5.740561 | grad norm: 0.7062 | lrm: 1.00 | dt: 3989.82ms | tok/sec: 131,406 | mfu: 46.39 | total time: 3.59m
step 00065/21400 (0.30%) | loss: 5.716059 | grad norm: 0.8497 | lrm: 1.00 | dt: 3994.02ms | tok/sec: 131,268 | mfu: 46.35 | total time: 3.66m
step 00066/21400 (0.31%) | loss: 5.695494 | grad norm: 0.8481 | lrm: 1.00 | dt: 3993.45ms | tok/sec: 131,286 | mfu: 46.35 | total time: 3.72m
step 00067/21400 (0.31%) | loss: 5.684881 | grad norm: 0.7316 | lrm: 1.00 | dt: 3990.44ms | tok/sec: 131,385 | mfu: 46.39 | total time: 3.79m
step 00068/21400 (0.32%) | loss: 5.683598 | grad norm: 0.5139 | lrm: 1.00 | dt: 3983.47ms | tok/sec: 131,615 | mfu: 46.47 | total time: 3.86m
step 00069/21400 (0.32%) | loss: 5.666892 | grad norm: 0.6982 | lrm: 1.00 | dt: 3994.18ms | tok/sec: 131,263 | mfu: 46.34 | total time: 3.92m
step 00070/21400 (0.33%) | loss: 5.663350 | grad norm: 0.7449 | lrm: 1.00 | dt: 3999.80ms | tok/sec: 131,078 | mfu: 46.28 | total time: 3.99m
step 00071/21400 (0.33%) | loss: 5.651159 | grad norm: 0.7233 | lrm: 1.00 | dt: 3995.43ms | tok/sec: 131,222 | mfu: 46.33 | total time: 4.06m
step 00072/21400 (0.34%) | loss: 5.634041 | grad norm: 0.6512 | lrm: 1.00 | dt: 3988.76ms | tok/sec: 131,441 | mfu: 46.41 | total time: 4.12m
step 00073/21400 (0.34%) | loss: 5.613988 | grad norm: 0.6706 | lrm: 1.00 | dt: 3987.02ms | tok/sec: 131,498 | mfu: 46.43 | total time: 4.19m
step 00074/21400 (0.35%) | loss: 5.567329 | grad norm: 0.7070 | lrm: 1.00 | dt: 3990.44ms | tok/sec: 131,386 | mfu: 46.39 | total time: 4.26m
step 00075/21400 (0.35%) | loss: 5.554784 | grad norm: 0.6738 | lrm: 1.00 | dt: 3991.17ms | tok/sec: 131,361 | mfu: 46.38 | total time: 4.32m
step 00076/21400 (0.36%) | loss: 5.512976 | grad norm: 0.5883 | lrm: 1.00 | dt: 3985.20ms | tok/sec: 131,558 | mfu: 46.45 | total time: 4.39m
step 00077/21400 (0.36%) | loss: 5.488678 | grad norm: 0.6576 | lrm: 1.00 | dt: 3993.44ms | tok/sec: 131,287 | mfu: 46.35 | total time: 4.46m
step 00078/21400 (0.36%) | loss: 5.476292 | grad norm: 0.7682 | lrm: 1.00 | dt: 3990.85ms | tok/sec: 131,372 | mfu: 46.38 | total time: 4.52m
step 00079/21400 (0.37%) | loss: 5.467114 | grad norm: 0.6925 | lrm: 1.00 | dt: 3993.08ms | tok/sec: 131,299 | mfu: 46.36 | total time: 4.59m
step 00080/21400 (0.37%) | loss: 5.461498 | grad norm: 0.6655 | lrm: 1.00 | dt: 3984.66ms | tok/sec: 131,576 | mfu: 46.45 | total time: 4.66m
step 00081/21400 (0.38%) | loss: 5.449955 | grad norm: 0.7186 | lrm: 1.00 | dt: 3995.24ms | tok/sec: 131,228 | mfu: 46.33 | total time: 4.72m
step 00082/21400 (0.38%) | loss: 5.432172 | grad norm: 0.6729 | lrm: 1.00 | dt: 3984.06ms | tok/sec: 131,596 | mfu: 46.46 | total time: 4.79m
step 00083/21400 (0.39%) | loss: 5.415207 | grad norm: 0.6548 | lrm: 1.00 | dt: 3998.56ms | tok/sec: 131,119 | mfu: 46.29 | total time: 4.85m
step 00084/21400 (0.39%) | loss: 5.393554 | grad norm: 0.7560 | lrm: 1.00 | dt: 3981.80ms | tok/sec: 131,671 | mfu: 46.49 | total time: 4.92m
step 00085/21400 (0.40%) | loss: 5.384759 | grad norm: 0.7444 | lrm: 1.00 | dt: 3984.97ms | tok/sec: 131,566 | mfu: 46.45 | total time: 4.99m
step 00086/21400 (0.40%) | loss: 5.362879 | grad norm: 0.5786 | lrm: 1.00 | dt: 3987.99ms | tok/sec: 131,466 | mfu: 46.42 | total time: 5.05m
step 00087/21400 (0.41%) | loss: 5.357694 | grad norm: 0.5500 | lrm: 1.00 | dt: 3993.84ms | tok/sec: 131,274 | mfu: 46.35 | total time: 5.12m
step 00088/21400 (0.41%) | loss: 5.355289 | grad norm: 0.5695 | lrm: 1.00 | dt: 3988.60ms | tok/sec: 131,446 | mfu: 46.41 | total time: 5.19m
step 00089/21400 (0.42%) | loss: 5.345946 | grad norm: 0.6661 | lrm: 1.00 | dt: 3988.58ms | tok/sec: 131,447 | mfu: 46.41 | total time: 5.25m
step 00090/21400 (0.42%) | loss: 5.335470 | grad norm: 0.6206 | lrm: 1.00 | dt: 3985.99ms | tok/sec: 131,532 | mfu: 46.44 | total time: 5.32m
step 00091/21400 (0.43%) | loss: 5.312320 | grad norm: 0.5975 | lrm: 1.00 | dt: 3987.08ms | tok/sec: 131,496 | mfu: 46.43 | total time: 5.39m
step 00092/21400 (0.43%) | loss: 5.288892 | grad norm: 0.5562 | lrm: 1.00 | dt: 3983.02ms | tok/sec: 131,630 | mfu: 46.47 | total time: 5.45m
step 00093/21400 (0.43%) | loss: 5.330910 | grad norm: 0.6539 | lrm: 1.00 | dt: 3990.81ms | tok/sec: 131,373 | mfu: 46.38 | total time: 5.52m
step 00094/21400 (0.44%) | loss: 5.349825 | grad norm: 0.6003 | lrm: 1.00 | dt: 3992.65ms | tok/sec: 131,313 | mfu: 46.36 | total time: 5.59m
step 00095/21400 (0.44%) | loss: 5.321172 | grad norm: 0.5196 | lrm: 1.00 | dt: 3990.39ms | tok/sec: 131,387 | mfu: 46.39 | total time: 5.65m
step 00096/21400 (0.45%) | loss: 5.298090 | grad norm: 0.6877 | lrm: 1.00 | dt: 3986.36ms | tok/sec: 131,520 | mfu: 46.43 | total time: 5.72m
step 00097/21400 (0.45%) | loss: 5.282225 | grad norm: 0.6232 | lrm: 1.00 | dt: 3984.43ms | tok/sec: 131,584 | mfu: 46.46 | total time: 5.79m
step 00098/21400 (0.46%) | loss: 5.268839 | grad norm: 0.6407 | lrm: 1.00 | dt: 3986.38ms | tok/sec: 131,519 | mfu: 46.43 | total time: 5.85m
step 00099/21400 (0.46%) | loss: 5.256543 | grad norm: 0.6333 | lrm: 1.00 | dt: 3984.20ms | tok/sec: 131,591 | mfu: 46.46 | total time: 5.92m
step 00100/21400 (0.47%) | loss: 5.261505 | grad norm: 0.5877 | lrm: 1.00 | dt: 4092.21ms | tok/sec: 128,118 | mfu: 45.23 | total time: 5.99m
step 00101/21400 (0.47%) | loss: 5.221976 | grad norm: 0.6303 | lrm: 1.00 | dt: 3987.95ms | tok/sec: 131,468 | mfu: 46.42 | total time: 6.05m
step 00102/21400 (0.48%) | loss: 5.214506 | grad norm: 0.5930 | lrm: 1.00 | dt: 3981.66ms | tok/sec: 131,675 | mfu: 46.49 | total time: 6.12m
step 00103/21400 (0.48%) | loss: 5.215747 | grad norm: 0.6095 | lrm: 1.00 | dt: 3983.93ms | tok/sec: 131,600 | mfu: 46.46 | total time: 6.19m
step 00104/21400 (0.49%) | loss: 5.200441 | grad norm: 0.6204 | lrm: 1.00 | dt: 3989.64ms | tok/sec: 131,412 | mfu: 46.40 | total time: 6.25m
step 00105/21400 (0.49%) | loss: 5.195964 | grad norm: 0.6071 | lrm: 1.00 | dt: 3991.49ms | tok/sec: 131,351 | mfu: 46.37 | total time: 6.32m
step 00106/21400 (0.50%) | loss: 5.183205 | grad norm: 0.5594 | lrm: 1.00 | dt: 3991.86ms | tok/sec: 131,339 | mfu: 46.37 | total time: 6.38m
step 00107/21400 (0.50%) | loss: 5.157298 | grad norm: 0.4913 | lrm: 1.00 | dt: 3984.05ms | tok/sec: 131,596 | mfu: 46.46 | total time: 6.45m
step 00108/21400 (0.50%) | loss: 5.121694 | grad norm: 0.5628 | lrm: 1.00 | dt: 3990.12ms | tok/sec: 131,396 | mfu: 46.39 | total time: 6.52m
step 00109/21400 (0.51%) | loss: 5.102503 | grad norm: 0.7093 | lrm: 1.00 | dt: 4039.85ms | tok/sec: 129,779 | mfu: 45.82 | total time: 6.59m
step 00110/21400 (0.51%) | loss: 5.070039 | grad norm: 0.7653 | lrm: 1.00 | dt: 3982.93ms | tok/sec: 131,633 | mfu: 46.47 | total time: 6.65m
step 00111/21400 (0.52%) | loss: 5.044932 | grad norm: 0.6476 | lrm: 1.00 | dt: 3981.75ms | tok/sec: 131,672 | mfu: 46.49 | total time: 6.72m
step 00112/21400 (0.52%) | loss: 5.032036 | grad norm: 0.5737 | lrm: 1.00 | dt: 3988.60ms | tok/sec: 131,446 | mfu: 46.41 | total time: 6.78m
step 00113/21400 (0.53%) | loss: 5.022624 | grad norm: 0.6151 | lrm: 1.00 | dt: 3984.68ms | tok/sec: 131,575 | mfu: 46.45 | total time: 6.85m
step 00114/21400 (0.53%) | loss: 5.028907 | grad norm: 0.6406 | lrm: 1.00 | dt: 3979.12ms | tok/sec: 131,759 | mfu: 46.52 | total time: 6.92m
step 00115/21400 (0.54%) | loss: 5.006903 | grad norm: 0.6264 | lrm: 1.00 | dt: 3988.78ms | tok/sec: 131,440 | mfu: 46.41 | total time: 6.98m
step 00116/21400 (0.54%) | loss: 5.006856 | grad norm: 0.5573 | lrm: 1.00 | dt: 3983.49ms | tok/sec: 131,615 | mfu: 46.47 | total time: 7.05m
step 00117/21400 (0.55%) | loss: 5.008545 | grad norm: 0.6384 | lrm: 1.00 | dt: 3986.52ms | tok/sec: 131,515 | mfu: 46.43 | total time: 7.12m
step 00118/21400 (0.55%) | loss: 4.991033 | grad norm: 0.7284 | lrm: 1.00 | dt: 3989.52ms | tok/sec: 131,416 | mfu: 46.40 | total time: 7.18m
step 00119/21400 (0.56%) | loss: 4.973105 | grad norm: 0.6718 | lrm: 1.00 | dt: 3980.86ms | tok/sec: 131,702 | mfu: 46.50 | total time: 7.25m
step 00120/21400 (0.56%) | loss: 4.966626 | grad norm: 0.5642 | lrm: 1.00 | dt: 3988.12ms | tok/sec: 131,462 | mfu: 46.41 | total time: 7.32m
step 00121/21400 (0.57%) | loss: 4.973788 | grad norm: 0.5110 | lrm: 1.00 | dt: 3987.60ms | tok/sec: 131,479 | mfu: 46.42 | total time: 7.38m
step 00122/21400 (0.57%) | loss: 4.967248 | grad norm: 0.5274 | lrm: 1.00 | dt: 3989.03ms | tok/sec: 131,432 | mfu: 46.40 | total time: 7.45m
step 00123/21400 (0.57%) | loss: 4.965415 | grad norm: 0.5526 | lrm: 1.00 | dt: 3987.83ms | tok/sec: 131,471 | mfu: 46.42 | total time: 7.52m
step 00124/21400 (0.58%) | loss: 4.932514 | grad norm: 0.5047 | lrm: 1.00 | dt: 3983.47ms | tok/sec: 131,615 | mfu: 46.47 | total time: 7.58m
step 00125/21400 (0.58%) | loss: 4.920543 | grad norm: 0.5476 | lrm: 1.00 | dt: 3995.65ms | tok/sec: 131,214 | mfu: 46.33 | total time: 7.65m
step 00126/21400 (0.59%) | loss: 4.889601 | grad norm: 0.5500 | lrm: 1.00 | dt: 3982.16ms | tok/sec: 131,659 | mfu: 46.48 | total time: 7.71m
step 00127/21400 (0.59%) | loss: 4.872299 | grad norm: 0.5769 | lrm: 1.00 | dt: 3981.67ms | tok/sec: 131,675 | mfu: 46.49 | total time: 7.78m
step 00128/21400 (0.60%) | loss: 4.874155 | grad norm: 0.5880 | lrm: 1.00 | dt: 3987.50ms | tok/sec: 131,482 | mfu: 46.42 | total time: 7.85m
step 00129/21400 (0.60%) | loss: 4.858662 | grad norm: 0.6075 | lrm: 1.00 | dt: 3984.35ms | tok/sec: 131,586 | mfu: 46.46 | total time: 7.91m
step 00130/21400 (0.61%) | loss: 4.815961 | grad norm: 0.5637 | lrm: 1.00 | dt: 3986.31ms | tok/sec: 131,522 | mfu: 46.44 | total time: 7.98m
step 00131/21400 (0.61%) | loss: 4.809768 | grad norm: 0.5729 | lrm: 1.00 | dt: 3989.24ms | tok/sec: 131,425 | mfu: 46.40 | total time: 8.05m
step 00132/21400 (0.62%) | loss: 4.790008 | grad norm: 0.5543 | lrm: 1.00 | dt: 3991.08ms | tok/sec: 131,364 | mfu: 46.38 | total time: 8.11m
step 00133/21400 (0.62%) | loss: 4.788779 | grad norm: 0.5250 | lrm: 1.00 | dt: 3983.29ms | tok/sec: 131,621 | mfu: 46.47 | total time: 8.18m
step 00134/21400 (0.63%) | loss: 4.775841 | grad norm: 0.5081 | lrm: 1.00 | dt: 3989.13ms | tok/sec: 131,429 | mfu: 46.40 | total time: 8.25m
step 00135/21400 (0.63%) | loss: 4.757475 | grad norm: 0.4794 | lrm: 1.00 | dt: 3987.46ms | tok/sec: 131,484 | mfu: 46.42 | total time: 8.31m
step 00136/21400 (0.64%) | loss: 4.754449 | grad norm: 0.5149 | lrm: 1.00 | dt: 3984.20ms | tok/sec: 131,591 | mfu: 46.46 | total time: 8.38m
step 00137/21400 (0.64%) | loss: 4.742199 | grad norm: 0.5095 | lrm: 1.00 | dt: 3987.91ms | tok/sec: 131,469 | mfu: 46.42 | total time: 8.45m
step 00138/21400 (0.64%) | loss: 4.736907 | grad norm: 0.5104 | lrm: 1.00 | dt: 3989.56ms | tok/sec: 131,414 | mfu: 46.40 | total time: 8.51m
step 00139/21400 (0.65%) | loss: 4.745520 | grad norm: 0.5363 | lrm: 1.00 | dt: 3990.81ms | tok/sec: 131,373 | mfu: 46.38 | total time: 8.58m
step 00140/21400 (0.65%) | loss: 4.738188 | grad norm: 0.5491 | lrm: 1.00 | dt: 3982.61ms | tok/sec: 131,644 | mfu: 46.48 | total time: 8.64m
step 00141/21400 (0.66%) | loss: 4.760041 | grad norm: 0.5515 | lrm: 1.00 | dt: 3985.19ms | tok/sec: 131,559 | mfu: 46.45 | total time: 8.71m
step 00142/21400 (0.66%) | loss: 4.750759 | grad norm: 0.6158 | lrm: 1.00 | dt: 3990.85ms | tok/sec: 131,372 | mfu: 46.38 | total time: 8.78m
step 00143/21400 (0.67%) | loss: 4.740993 | grad norm: 0.6185 | lrm: 1.00 | dt: 3986.41ms | tok/sec: 131,518 | mfu: 46.43 | total time: 8.84m
step 00144/21400 (0.67%) | loss: 4.728253 | grad norm: 0.5418 | lrm: 1.00 | dt: 3983.02ms | tok/sec: 131,630 | mfu: 46.47 | total time: 8.91m
step 00145/21400 (0.68%) | loss: 4.707024 | grad norm: 0.4470 | lrm: 1.00 | dt: 3992.20ms | tok/sec: 131,327 | mfu: 46.37 | total time: 8.98m
step 00146/21400 (0.68%) | loss: 4.703201 | grad norm: 0.4330 | lrm: 1.00 | dt: 3989.34ms | tok/sec: 131,422 | mfu: 46.40 | total time: 9.04m
step 00147/21400 (0.69%) | loss: 4.681852 | grad norm: 0.5816 | lrm: 1.00 | dt: 3985.73ms | tok/sec: 131,541 | mfu: 46.44 | total time: 9.11m
step 00148/21400 (0.69%) | loss: 4.688606 | grad norm: 0.5294 | lrm: 1.00 | dt: 3986.96ms | tok/sec: 131,500 | mfu: 46.43 | total time: 9.18m
