Vocab size: 65,536
num_layers: 20
model_dim: 1280
num_heads: 10
num_kv_heads: 10
Tokens / micro-batch / rank: 16 x 2048 = 32,768
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Resuming optimization from step 1000
Using torch.compile() for optimized training
Number of parameters: 560,988,160
Estimated FLOPs per token: 3.491758e+09
Calculated number of iterations from target data:param ratio: 21,400
Total number of training tokens: 11,219,763,200
Tokens : Params ratio: 20.00
Total training FLOPs estimate: 3.917670e+19
Scaling the LR for the AdamW parameters ∝1/√(1280/768) = 0.774597
Step 01000 | Validation bpb: 1.0003
step 01000/21400 (4.67%) | loss: 3.439872 | grad norm: 0.1700 | lrm: 1.00 | dt: 77881.30ms | tok/sec: 6,731 | mfu: 2.38 | total time: 67.04m
step 01015/21400 (4.74%) | loss: 3.416791 | grad norm: 0.1623 | lrm: 1.00 | dt: 2389.82ms | tok/sec: 219,383 | mfu: 77.46 | total time: 67.64m
step 01016/21400 (4.75%) | loss: 3.410430 | grad norm: 0.1448 | lrm: 1.00 | dt: 2392.88ms | tok/sec: 219,103 | mfu: 77.36 | total time: 67.68m
step 01017/21400 (4.75%) | loss: 3.411782 | grad norm: 0.1380 | lrm: 1.00 | dt: 2382.09ms | tok/sec: 220,095 | mfu: 77.71 | total time: 67.72m
step 01018/21400 (4.76%) | loss: 3.413321 | grad norm: 0.1537 | lrm: 1.00 | dt: 2381.22ms | tok/sec: 220,176 | mfu: 77.74 | total time: 67.76m
step 01019/21400 (4.76%) | loss: 3.410078 | grad norm: 0.1648 | lrm: 1.00 | dt: 2389.61ms | tok/sec: 219,403 | mfu: 77.46 | total time: 67.80m
step 01020/21400 (4.77%) | loss: 3.404443 | grad norm: 0.1460 | lrm: 1.00 | dt: 2395.13ms | tok/sec: 218,897 | mfu: 77.28 | total time: 67.84m
step 01021/21400 (4.77%) | loss: 3.343534 | grad norm: 0.1316 | lrm: 1.00 | dt: 2390.75ms | tok/sec: 219,298 | mfu: 77.43 | total time: 67.88m
step 01022/21400 (4.78%) | loss: 3.340581 | grad norm: 0.1411 | lrm: 1.00 | dt: 2382.87ms | tok/sec: 220,024 | mfu: 77.68 | total time: 67.92m
step 01023/21400 (4.78%) | loss: 3.345205 | grad norm: 0.1498 | lrm: 1.00 | dt: 2383.38ms | tok/sec: 219,976 | mfu: 77.66 | total time: 67.96m
step 01024/21400 (4.79%) | loss: 3.342833 | grad norm: 0.1601 | lrm: 1.00 | dt: 2389.24ms | tok/sec: 219,437 | mfu: 77.47 | total time: 68.00m
step 01025/21400 (4.79%) | loss: 3.342689 | grad norm: 0.1516 | lrm: 1.00 | dt: 2368.99ms | tok/sec: 221,313 | mfu: 78.14 | total time: 68.04m
step 01026/21400 (4.79%) | loss: 3.353536 | grad norm: 0.1517 | lrm: 1.00 | dt: 2392.15ms | tok/sec: 219,170 | mfu: 77.38 | total time: 68.08m
step 01027/21400 (4.80%) | loss: 3.358681 | grad norm: 0.1785 | lrm: 1.00 | dt: 2383.18ms | tok/sec: 219,994 | mfu: 77.67 | total time: 68.12m
step 01028/21400 (4.80%) | loss: 3.342378 | grad norm: 0.1652 | lrm: 1.00 | dt: 2394.60ms | tok/sec: 218,945 | mfu: 77.30 | total time: 68.16m
step 01029/21400 (4.81%) | loss: 3.339661 | grad norm: 0.1525 | lrm: 1.00 | dt: 2393.18ms | tok/sec: 219,076 | mfu: 77.35 | total time: 68.20m
step 01030/21400 (4.81%) | loss: 3.355311 | grad norm: 0.1408 | lrm: 1.00 | dt: 2377.36ms | tok/sec: 220,533 | mfu: 77.86 | total time: 68.24m
step 01031/21400 (4.82%) | loss: 3.361076 | grad norm: 0.1476 | lrm: 1.00 | dt: 2401.95ms | tok/sec: 218,275 | mfu: 77.06 | total time: 68.28m
step 01032/21400 (4.82%) | loss: 3.367952 | grad norm: 0.1559 | lrm: 1.00 | dt: 2390.36ms | tok/sec: 219,334 | mfu: 77.44 | total time: 68.32m
step 01033/21400 (4.83%) | loss: 3.366298 | grad norm: 0.1670 | lrm: 1.00 | dt: 2382.53ms | tok/sec: 220,055 | mfu: 77.69 | total time: 68.36m
step 01034/21400 (4.83%) | loss: 3.362474 | grad norm: 0.1608 | lrm: 1.00 | dt: 2391.54ms | tok/sec: 219,226 | mfu: 77.40 | total time: 68.39m
step 01035/21400 (4.84%) | loss: 3.339120 | grad norm: 0.1542 | lrm: 1.00 | dt: 2394.66ms | tok/sec: 218,940 | mfu: 77.30 | total time: 68.43m
step 01036/21400 (4.84%) | loss: 3.341441 | grad norm: 0.1479 | lrm: 1.00 | dt: 2399.74ms | tok/sec: 218,477 | mfu: 77.14 | total time: 68.47m
step 01037/21400 (4.85%) | loss: 3.339534 | grad norm: 0.1475 | lrm: 1.00 | dt: 2402.77ms | tok/sec: 218,201 | mfu: 77.04 | total time: 68.51m
step 01038/21400 (4.85%) | loss: 3.349590 | grad norm: 0.1502 | lrm: 1.00 | dt: 2401.73ms | tok/sec: 218,296 | mfu: 77.07 | total time: 68.55m
step 01039/21400 (4.86%) | loss: 3.331190 | grad norm: 0.1533 | lrm: 1.00 | dt: 2389.34ms | tok/sec: 219,428 | mfu: 77.47 | total time: 68.59m
step 01040/21400 (4.86%) | loss: 3.330235 | grad norm: 0.1443 | lrm: 1.00 | dt: 2394.99ms | tok/sec: 218,910 | mfu: 77.29 | total time: 68.63m
step 01041/21400 (4.86%) | loss: 3.347018 | grad norm: 0.1434 | lrm: 1.00 | dt: 2381.75ms | tok/sec: 220,127 | mfu: 77.72 | total time: 68.67m
step 01042/21400 (4.87%) | loss: 3.358610 | grad norm: 0.1524 | lrm: 1.00 | dt: 2397.62ms | tok/sec: 218,670 | mfu: 77.20 | total time: 68.71m
step 01043/21400 (4.87%) | loss: 3.337746 | grad norm: 0.1617 | lrm: 1.00 | dt: 2396.65ms | tok/sec: 218,758 | mfu: 77.23 | total time: 68.75m
step 01044/21400 (4.88%) | loss: 3.360049 | grad norm: 0.1541 | lrm: 1.00 | dt: 2386.03ms | tok/sec: 219,732 | mfu: 77.58 | total time: 68.79m
step 01045/21400 (4.88%) | loss: 3.357826 | grad norm: 0.1558 | lrm: 1.00 | dt: 2390.26ms | tok/sec: 219,343 | mfu: 77.44 | total time: 68.83m
step 01046/21400 (4.89%) | loss: 3.359970 | grad norm: 0.1528 | lrm: 1.00 | dt: 2388.04ms | tok/sec: 219,547 | mfu: 77.51 | total time: 68.87m
step 01047/21400 (4.89%) | loss: 3.363190 | grad norm: 0.1482 | lrm: 1.00 | dt: 2385.54ms | tok/sec: 219,777 | mfu: 77.59 | total time: 68.91m
step 01048/21400 (4.90%) | loss: 3.361972 | grad norm: 0.1485 | lrm: 1.00 | dt: 2385.48ms | tok/sec: 219,782 | mfu: 77.60 | total time: 68.95m
step 01049/21400 (4.90%) | loss: 3.342206 | grad norm: 0.1484 | lrm: 1.00 | dt: 2388.16ms | tok/sec: 219,536 | mfu: 77.51 | total time: 68.99m
step 01050/21400 (4.91%) | loss: 3.336916 | grad norm: 0.1511 | lrm: 1.00 | dt: 2388.07ms | tok/sec: 219,544 | mfu: 77.51 | total time: 69.03m
step 01051/21400 (4.91%) | loss: 3.346964 | grad norm: 0.1635 | lrm: 1.00 | dt: 2377.72ms | tok/sec: 220,500 | mfu: 77.85 | total time: 69.07m
step 01052/21400 (4.92%) | loss: 3.334142 | grad norm: 0.1731 | lrm: 1.00 | dt: 2399.98ms | tok/sec: 218,455 | mfu: 77.13 | total time: 69.11m
step 01053/21400 (4.92%) | loss: 3.331689 | grad norm: 0.1590 | lrm: 1.00 | dt: 2377.93ms | tok/sec: 220,480 | mfu: 77.84 | total time: 69.15m
step 01054/21400 (4.93%) | loss: 3.335013 | grad norm: 0.1760 | lrm: 1.00 | dt: 2391.13ms | tok/sec: 219,263 | mfu: 77.41 | total time: 69.19m
step 01055/21400 (4.93%) | loss: 3.330899 | grad norm: 0.1599 | lrm: 1.00 | dt: 2401.56ms | tok/sec: 218,311 | mfu: 77.08 | total time: 69.23m
step 01056/21400 (4.93%) | loss: 3.321544 | grad norm: 0.1500 | lrm: 1.00 | dt: 2384.97ms | tok/sec: 219,830 | mfu: 77.61 | total time: 69.27m
step 01057/21400 (4.94%) | loss: 3.329761 | grad norm: 0.1721 | lrm: 1.00 | dt: 2391.78ms | tok/sec: 219,204 | mfu: 77.39 | total time: 69.31m
step 01058/21400 (4.94%) | loss: 3.318922 | grad norm: 0.1766 | lrm: 1.00 | dt: 2380.79ms | tok/sec: 220,216 | mfu: 77.75 | total time: 69.35m
step 01059/21400 (4.95%) | loss: 3.330008 | grad norm: 0.1761 | lrm: 1.00 | dt: 2394.20ms | tok/sec: 218,982 | mfu: 77.31 | total time: 69.39m
step 01060/21400 (4.95%) | loss: 3.339182 | grad norm: 0.1820 | lrm: 1.00 | dt: 2378.51ms | tok/sec: 220,426 | mfu: 77.82 | total time: 69.43m
step 01061/21400 (4.96%) | loss: 3.347182 | grad norm: 0.1613 | lrm: 1.00 | dt: 2387.11ms | tok/sec: 219,632 | mfu: 77.54 | total time: 69.47m
step 01062/21400 (4.96%) | loss: 3.345777 | grad norm: 0.1524 | lrm: 1.00 | dt: 2393.73ms | tok/sec: 219,025 | mfu: 77.33 | total time: 69.51m
step 01063/21400 (4.97%) | loss: 3.368855 | grad norm: 0.1417 | lrm: 1.00 | dt: 2367.64ms | tok/sec: 221,438 | mfu: 78.18 | total time: 69.55m
step 01064/21400 (4.97%) | loss: 3.359083 | grad norm: 0.1391 | lrm: 1.00 | dt: 2376.71ms | tok/sec: 220,594 | mfu: 77.88 | total time: 69.59m
step 01065/21400 (4.98%) | loss: 3.358169 | grad norm: 0.1374 | lrm: 1.00 | dt: 2386.03ms | tok/sec: 219,732 | mfu: 77.58 | total time: 69.63m
step 01066/21400 (4.98%) | loss: 3.352369 | grad norm: 0.1449 | lrm: 1.00 | dt: 2384.80ms | tok/sec: 219,845 | mfu: 77.62 | total time: 69.67m
step 01067/21400 (4.99%) | loss: 3.346217 | grad norm: 0.1547 | lrm: 1.00 | dt: 2384.21ms | tok/sec: 219,900 | mfu: 77.64 | total time: 69.71m
step 01068/21400 (4.99%) | loss: 3.351009 | grad norm: 0.1563 | lrm: 1.00 | dt: 2379.22ms | tok/sec: 220,361 | mfu: 77.80 | total time: 69.75m
step 01069/21400 (5.00%) | loss: 3.343778 | grad norm: 0.1593 | lrm: 1.00 | dt: 2385.74ms | tok/sec: 219,758 | mfu: 77.59 | total time: 69.79m
step 01070/21400 (5.00%) | loss: 3.350662 | grad norm: 0.1512 | lrm: 1.00 | dt: 2385.72ms | tok/sec: 219,760 | mfu: 77.59 | total time: 69.83m
step 01071/21400 (5.00%) | loss: 3.356045 | grad norm: 0.1368 | lrm: 1.00 | dt: 2387.78ms | tok/sec: 219,571 | mfu: 77.52 | total time: 69.87m
step 01072/21400 (5.01%) | loss: 3.352859 | grad norm: 0.1407 | lrm: 1.00 | dt: 2385.83ms | tok/sec: 219,750 | mfu: 77.58 | total time: 69.91m
step 01073/21400 (5.01%) | loss: 3.344615 | grad norm: 0.1522 | lrm: 1.00 | dt: 2392.16ms | tok/sec: 219,169 | mfu: 77.38 | total time: 69.95m
step 01074/21400 (5.02%) | loss: 3.336604 | grad norm: 0.1595 | lrm: 1.00 | dt: 2384.63ms | tok/sec: 219,861 | mfu: 77.62 | total time: 69.99m
step 01075/21400 (5.02%) | loss: 3.356157 | grad norm: 0.1621 | lrm: 1.00 | dt: 2375.93ms | tok/sec: 220,666 | mfu: 77.91 | total time: 70.03m
step 01076/21400 (5.03%) | loss: 3.359683 | grad norm: 0.1556 | lrm: 1.00 | dt: 2392.84ms | tok/sec: 219,107 | mfu: 77.36 | total time: 70.07m
step 01077/21400 (5.03%) | loss: 3.353338 | grad norm: 0.1617 | lrm: 1.00 | dt: 2379.94ms | tok/sec: 220,294 | mfu: 77.78 | total time: 70.11m
step 01078/21400 (5.04%) | loss: 3.334757 | grad norm: 0.1524 | lrm: 1.00 | dt: 2379.31ms | tok/sec: 220,353 | mfu: 77.80 | total time: 70.15m
step 01079/21400 (5.04%) | loss: 3.321790 | grad norm: 0.1476 | lrm: 1.00 | dt: 2393.34ms | tok/sec: 219,061 | mfu: 77.34 | total time: 70.19m
step 01080/21400 (5.05%) | loss: 3.331936 | grad norm: 0.1609 | lrm: 1.00 | dt: 2375.76ms | tok/sec: 220,682 | mfu: 77.91 | total time: 70.23m
step 01081/21400 (5.05%) | loss: 3.336180 | grad norm: 0.1649 | lrm: 1.00 | dt: 2390.44ms | tok/sec: 219,326 | mfu: 77.44 | total time: 70.27m
step 01082/21400 (5.06%) | loss: 3.347542 | grad norm: 0.1603 | lrm: 1.00 | dt: 2378.77ms | tok/sec: 220,402 | mfu: 77.82 | total time: 70.30m
step 01083/21400 (5.06%) | loss: 3.366251 | grad norm: 0.1545 | lrm: 1.00 | dt: 2384.30ms | tok/sec: 219,891 | mfu: 77.63 | total time: 70.34m
step 01084/21400 (5.07%) | loss: 3.367463 | grad norm: 0.1516 | lrm: 1.00 | dt: 2386.42ms | tok/sec: 219,696 | mfu: 77.57 | total time: 70.38m
step 01085/21400 (5.07%) | loss: 3.355670 | grad norm: 0.1558 | lrm: 1.00 | dt: 2378.82ms | tok/sec: 220,398 | mfu: 77.81 | total time: 70.42m
step 01086/21400 (5.07%) | loss: 3.350172 | grad norm: 0.1513 | lrm: 1.00 | dt: 2383.31ms | tok/sec: 219,983 | mfu: 77.67 | total time: 70.46m
step 01087/21400 (5.08%) | loss: 3.344641 | grad norm: 0.1562 | lrm: 1.00 | dt: 2552.58ms | tok/sec: 205,395 | mfu: 72.52 | total time: 70.51m
step 01088/21400 (5.08%) | loss: 3.335431 | grad norm: 0.1631 | lrm: 1.00 | dt: 2388.36ms | tok/sec: 219,518 | mfu: 77.50 | total time: 70.55m
step 01089/21400 (5.09%) | loss: 3.329555 | grad norm: 0.1798 | lrm: 1.00 | dt: 2385.56ms | tok/sec: 219,776 | mfu: 77.59 | total time: 70.59m
step 01090/21400 (5.09%) | loss: 3.326071 | grad norm: 0.1653 | lrm: 1.00 | dt: 2382.72ms | tok/sec: 220,037 | mfu: 77.69 | total time: 70.63m
step 01091/21400 (5.10%) | loss: 3.371830 | grad norm: 0.1470 | lrm: 1.00 | dt: 2402.30ms | tok/sec: 218,244 | mfu: 77.05 | total time: 70.67m
step 01092/21400 (5.10%) | loss: 3.344923 | grad norm: 0.1627 | lrm: 1.00 | dt: 2384.62ms | tok/sec: 219,862 | mfu: 77.62 | total time: 70.71m
step 01093/21400 (5.11%) | loss: 3.339086 | grad norm: 0.1571 | lrm: 1.00 | dt: 2382.70ms | tok/sec: 220,039 | mfu: 77.69 | total time: 70.75m
step 01094/21400 (5.11%) | loss: 3.335654 | grad norm: 0.1581 | lrm: 1.00 | dt: 2389.11ms | tok/sec: 219,448 | mfu: 77.48 | total time: 70.78m
step 01095/21400 (5.12%) | loss: 3.312605 | grad norm: 0.1743 | lrm: 1.00 | dt: 2373.24ms | tok/sec: 220,916 | mfu: 78.00 | total time: 70.82m
step 01096/21400 (5.12%) | loss: 3.305220 | grad norm: 0.1669 | lrm: 1.00 | dt: 2386.80ms | tok/sec: 219,661 | mfu: 77.55 | total time: 70.86m
step 01097/21400 (5.13%) | loss: 3.293219 | grad norm: 0.1583 | lrm: 1.00 | dt: 2388.05ms | tok/sec: 219,546 | mfu: 77.51 | total time: 70.90m
step 01098/21400 (5.13%) | loss: 3.298131 | grad norm: 0.1440 | lrm: 1.00 | dt: 2421.04ms | tok/sec: 216,554 | mfu: 76.46 | total time: 70.94m
step 01099/21400 (5.14%) | loss: 3.320852 | grad norm: 0.1423 | lrm: 1.00 | dt: 2384.48ms | tok/sec: 219,875 | mfu: 77.63 | total time: 70.98m
step 01100/21400 (5.14%) | loss: 3.308479 | grad norm: 0.1460 | lrm: 1.00 | dt: 2390.55ms | tok/sec: 219,317 | mfu: 77.43 | total time: 71.02m
step 01101/21400 (5.14%) | loss: 3.311068 | grad norm: 0.1481 | lrm: 1.00 | dt: 2389.48ms | tok/sec: 219,415 | mfu: 77.47 | total time: 71.06m
step 01102/21400 (5.15%) | loss: 3.325142 | grad norm: 0.1533 | lrm: 1.00 | dt: 2390.71ms | tok/sec: 219,302 | mfu: 77.43 | total time: 71.10m
step 01103/21400 (5.15%) | loss: 3.341729 | grad norm: 0.1475 | lrm: 1.00 | dt: 2369.11ms | tok/sec: 221,302 | mfu: 78.13 | total time: 71.14m
step 01104/21400 (5.16%) | loss: 3.333699 | grad norm: 0.1554 | lrm: 1.00 | dt: 2380.28ms | tok/sec: 220,263 | mfu: 77.77 | total time: 71.18m
step 01105/21400 (5.16%) | loss: 3.340186 | grad norm: 0.1603 | lrm: 1.00 | dt: 2396.14ms | tok/sec: 218,804 | mfu: 77.25 | total time: 71.22m
step 01106/21400 (5.17%) | loss: 3.322765 | grad norm: 0.1497 | lrm: 1.00 | dt: 2376.12ms | tok/sec: 220,649 | mfu: 77.90 | total time: 71.26m
step 01107/21400 (5.17%) | loss: 3.319514 | grad norm: 0.1417 | lrm: 1.00 | dt: 2379.21ms | tok/sec: 220,362 | mfu: 77.80 | total time: 71.30m
step 01108/21400 (5.18%) | loss: 3.318581 | grad norm: 0.1494 | lrm: 1.00 | dt: 2374.70ms | tok/sec: 220,780 | mfu: 77.95 | total time: 71.34m
step 01109/21400 (5.18%) | loss: 3.315776 | grad norm: 0.1655 | lrm: 1.00 | dt: 2379.66ms | tok/sec: 220,320 | mfu: 77.79 | total time: 71.38m
step 01110/21400 (5.19%) | loss: 3.332174 | grad norm: 0.1758 | lrm: 1.00 | dt: 2389.04ms | tok/sec: 219,455 | mfu: 77.48 | total time: 71.42m
step 01111/21400 (5.19%) | loss: 3.324418 | grad norm: 0.1492 | lrm: 1.00 | dt: 2376.47ms | tok/sec: 220,616 | mfu: 77.89 | total time: 71.46m
step 01112/21400 (5.20%) | loss: 3.322190 | grad norm: 0.1489 | lrm: 1.00 | dt: 2377.14ms | tok/sec: 220,554 | mfu: 77.87 | total time: 71.50m
step 01113/21400 (5.20%) | loss: 3.317502 | grad norm: 0.1596 | lrm: 1.00 | dt: 2385.70ms | tok/sec: 219,762 | mfu: 77.59 | total time: 71.54m
step 01114/21400 (5.21%) | loss: 3.329829 | grad norm: 0.1546 | lrm: 1.00 | dt: 2379.68ms | tok/sec: 220,318 | mfu: 77.79 | total time: 71.58m
step 01115/21400 (5.21%) | loss: 3.336344 | grad norm: 0.1517 | lrm: 1.00 | dt: 2383.23ms | tok/sec: 219,990 | mfu: 77.67 | total time: 71.62m
step 01116/21400 (5.21%) | loss: 3.318746 | grad norm: 0.1395 | lrm: 1.00 | dt: 2379.43ms | tok/sec: 220,341 | mfu: 77.79 | total time: 71.66m
step 01117/21400 (5.22%) | loss: 3.322001 | grad norm: 0.1395 | lrm: 1.00 | dt: 2383.09ms | tok/sec: 220,003 | mfu: 77.67 | total time: 71.70m
step 01118/21400 (5.22%) | loss: 3.322241 | grad norm: 0.1488 | lrm: 1.00 | dt: 2376.52ms | tok/sec: 220,611 | mfu: 77.89 | total time: 71.74m
step 01119/21400 (5.23%) | loss: 3.322920 | grad norm: 0.1476 | lrm: 1.00 | dt: 2397.03ms | tok/sec: 218,723 | mfu: 77.22 | total time: 71.78m
step 01120/21400 (5.23%) | loss: 3.327337 | grad norm: 0.1495 | lrm: 1.00 | dt: 2376.45ms | tok/sec: 220,617 | mfu: 77.89 | total time: 71.82m
step 01121/21400 (5.24%) | loss: 3.314634 | grad norm: 0.1533 | lrm: 1.00 | dt: 2377.26ms | tok/sec: 220,542 | mfu: 77.86 | total time: 71.86m
step 01122/21400 (5.24%) | loss: 3.331768 | grad norm: 0.1599 | lrm: 1.00 | dt: 2382.93ms | tok/sec: 220,017 | mfu: 77.68 | total time: 71.90m
step 01123/21400 (5.25%) | loss: 3.352026 | grad norm: 0.1474 | lrm: 1.00 | dt: 2387.85ms | tok/sec: 219,565 | mfu: 77.52 | total time: 71.94m
step 01124/21400 (5.25%) | loss: 3.367965 | grad norm: 0.1442 | lrm: 1.00 | dt: 2385.02ms | tok/sec: 219,825 | mfu: 77.61 | total time: 71.98m
step 01125/21400 (5.26%) | loss: 3.357695 | grad norm: 0.1493 | lrm: 1.00 | dt: 2377.13ms | tok/sec: 220,554 | mfu: 77.87 | total time: 72.02m
step 01126/21400 (5.26%) | loss: 3.357883 | grad norm: 0.1415 | lrm: 1.00 | dt: 2385.57ms | tok/sec: 219,774 | mfu: 77.59 | total time: 72.06m
step 01127/21400 (5.27%) | loss: 3.353058 | grad norm: 0.1495 | lrm: 1.00 | dt: 2381.90ms | tok/sec: 220,113 | mfu: 77.71 | total time: 72.10m
step 01128/21400 (5.27%) | loss: 3.347606 | grad norm: 0.1552 | lrm: 1.00 | dt: 2396.41ms | tok/sec: 218,780 | mfu: 77.24 | total time: 72.14m
step 01129/21400 (5.28%) | loss: 3.351237 | grad norm: 0.1463 | lrm: 1.00 | dt: 2379.10ms | tok/sec: 220,372 | mfu: 77.80 | total time: 72.18m
step 01130/21400 (5.28%) | loss: 3.322803 | grad norm: 0.1422 | lrm: 1.00 | dt: 2382.48ms | tok/sec: 220,059 | mfu: 77.69 | total time: 72.22m
step 01131/21400 (5.29%) | loss: 3.331453 | grad norm: 0.1623 | lrm: 1.00 | dt: 2382.42ms | tok/sec: 220,065 | mfu: 77.70 | total time: 72.25m
step 01132/21400 (5.29%) | loss: 3.327258 | grad norm: 0.1833 | lrm: 1.00 | dt: 2385.25ms | tok/sec: 219,804 | mfu: 77.60 | total time: 72.29m
step 01133/21400 (5.29%) | loss: 3.328864 | grad norm: 0.1749 | lrm: 1.00 | dt: 2392.81ms | tok/sec: 219,109 | mfu: 77.36 | total time: 72.33m
step 01134/21400 (5.30%) | loss: 3.315860 | grad norm: 0.1684 | lrm: 1.00 | dt: 2393.85ms | tok/sec: 219,014 | mfu: 77.33 | total time: 72.37m
step 01135/21400 (5.30%) | loss: 3.322066 | grad norm: 0.1514 | lrm: 1.00 | dt: 2383.33ms | tok/sec: 219,981 | mfu: 77.67 | total time: 72.41m
step 01136/21400 (5.31%) | loss: 3.309837 | grad norm: 0.1498 | lrm: 1.00 | dt: 2385.52ms | tok/sec: 219,778 | mfu: 77.60 | total time: 72.45m
step 01137/21400 (5.31%) | loss: 3.313019 | grad norm: 0.1552 | lrm: 1.00 | dt: 2383.74ms | tok/sec: 219,943 | mfu: 77.65 | total time: 72.49m
step 01138/21400 (5.32%) | loss: 3.310973 | grad norm: 0.1389 | lrm: 1.00 | dt: 2382.15ms | tok/sec: 220,090 | mfu: 77.71 | total time: 72.53m
step 01139/21400 (5.32%) | loss: 3.324509 | grad norm: 0.1475 | lrm: 1.00 | dt: 2389.47ms | tok/sec: 219,415 | mfu: 77.47 | total time: 72.57m
step 01140/21400 (5.33%) | loss: 3.329351 | grad norm: 0.1438 | lrm: 1.00 | dt: 2382.25ms | tok/sec: 220,081 | mfu: 77.70 | total time: 72.61m
step 01141/21400 (5.33%) | loss: 3.307114 | grad norm: 0.1302 | lrm: 1.00 | dt: 2379.10ms | tok/sec: 220,372 | mfu: 77.80 | total time: 72.65m
step 01142/21400 (5.34%) | loss: 3.309044 | grad norm: 0.1363 | lrm: 1.00 | dt: 2375.84ms | tok/sec: 220,675 | mfu: 77.91 | total time: 72.69m
step 01143/21400 (5.34%) | loss: 3.310227 | grad norm: 0.1418 | lrm: 1.00 | dt: 2380.58ms | tok/sec: 220,235 | mfu: 77.76 | total time: 72.73m
step 01144/21400 (5.35%) | loss: 3.312291 | grad norm: 0.1556 | lrm: 1.00 | dt: 2383.60ms | tok/sec: 219,956 | mfu: 77.66 | total time: 72.77m
step 01145/21400 (5.35%) | loss: 3.319085 | grad norm: 0.1626 | lrm: 1.00 | dt: 2381.47ms | tok/sec: 220,152 | mfu: 77.73 | total time: 72.81m
step 01146/21400 (5.36%) | loss: 3.310641 | grad norm: 0.1615 | lrm: 1.00 | dt: 2392.53ms | tok/sec: 219,135 | mfu: 77.37 | total time: 72.85m
step 01147/21400 (5.36%) | loss: 3.308110 | grad norm: 0.1631 | lrm: 1.00 | dt: 2379.16ms | tok/sec: 220,366 | mfu: 77.80 | total time: 72.89m
step 01148/21400 (5.36%) | loss: 3.319077 | grad norm: 0.1672 | lrm: 1.00 | dt: 2386.15ms | tok/sec: 219,721 | mfu: 77.57 | total time: 72.93m
